Year,NOC,Rank,Gold,Silver,Bronze,Total,Market_Share_Gold,Market_Share_Total,Total_Events,is_host,Host_NOC,years_since_last,crossed_war,years_since_hosted,olympic_experience,first_medal_year,is_post_soviet,years_since_independence,NOC_original
1948,TTO,28,0,1,0,1,0.0,0.003205128205128205,312,0,GBR,0.0,1,999,0,1948,0,0,Trinidad and Tobago
1952,TTO,37,0,0,2,2,0.0,0.005917159763313609,338,0,FIN,4.0,0,999,4,1948,0,0,Trinidad and Tobago
1964,TTO,28,0,1,2,3,0.0,0.008108108108108109,370,0,JPN,12.0,0,999,16,1948,0,0,Trinidad and Tobago
1976,TTO,26,1,0,0,1,0.0022522522522522522,0.0022522522522522522,444,0,CAN,12.0,0,999,28,1948,0,0,Trinidad and Tobago
1996,TTO,68,0,0,2,2,0.0,0.0033112582781456954,604,0,USA,20.0,0,999,48,1948,0,0,Trinidad and Tobago
2000,TTO,61,0,1,1,2,0.0,0.0029985007496251873,667,0,AUS,4.0,0,999,52,1948,0,0,Trinidad and Tobago
2004,TTO,71,0,0,1,1,0.0,0.0014947683109118087,669,0,GRE,4.0,0,999,56,1948,0,0,Trinidad and Tobago
2008,TTO,47,1,1,0,2,0.0014858841010401188,0.0029717682020802376,673,0,CHN,4.0,0,999,60,1948,0,0,Trinidad and Tobago
2012,TTO,42,1,1,2,4,0.0014925373134328358,0.005970149253731343,670,0,GBR,4.0,0,999,64,1948,0,0,Trinidad and Tobago
2016,TTO,78,0,0,1,1,0.0,0.001466275659824047,682,0,BRA,4.0,0,999,68,1948,0,0,Trinidad and Tobago
1964,TUN,29,0,1,1,2,0.0,0.005405405405405406,370,0,JPN,0.0,0,999,0,1964,0,0,Tunisia
1968,TUN,28,1,0,1,2,0.0025906735751295338,0.0051813471502590676,386,0,MEX,4.0,0,999,4,1964,0,0,Tunisia
1972,TUN,33,0,1,0,1,0.0,0.002277904328018223,439,0,GER,4.0,0,999,8,1964,0,0,Tunisia
1996,TUN,71,0,0,1,1,0.0,0.0016556291390728477,604,0,USA,24.0,0,999,32,1964,0,0,Tunisia
2008,TUN,53,1,0,0,1,0.0014858841010401188,0.0014858841010401188,673,0,CHN,12.0,0,999,44,1964,0,0,Tunisia
2012,TUN,36,2,0,1,3,0.0029850746268656717,0.004477611940298508,670,0,GBR,4.0,0,999,48,1964,0,0,Tunisia
2016,TUN,75,0,0,3,3,0.0,0.004398826979472141,682,0,BRA,4.0,0,999,52,1964,0,0,Tunisia
2020,TUN,58,1,1,0,2,0.001314060446780552,0.002628120893561104,761,0,JPN,4.0,0,999,56,1964,0,0,Tunisia
2024,TUN,52,1,1,1,3,0.0013550135501355014,0.0040650406504065045,738,0,FRA,4.0,0,999,60,1964,0,0,Tunisia
1936,TUR,19,1,0,1,2,0.0033112582781456954,0.006622516556291391,302,0,GER,0.0,0,999,0,1936,0,0,Turkey
1948,TUR,7,6,4,2,12,0.019230769230769232,0.038461538461538464,312,0,GBR,12.0,1,999,12,1936,0,0,Turkey
1952,TUR,16,2,0,1,3,0.005917159763313609,0.008875739644970414,338,0,FIN,4.0,0,999,16,1936,0,0,Turkey
1956,TUR,12,3,2,2,7,0.008771929824561403,0.02046783625730994,342,0,AUS,4.0,0,999,20,1936,0,0,Turkey
1960,TUR,6,7,2,0,9,0.020588235294117647,0.026470588235294117,340,0,ITA,4.0,0,999,24,1936,0,0,Turkey
1964,TUR,16,2,3,1,6,0.005405405405405406,0.016216216216216217,370,0,JPN,4.0,0,999,28,1936,0,0,Turkey
1968,TUR,21,2,0,0,2,0.0051813471502590676,0.0051813471502590676,386,0,MEX,4.0,0,999,32,1936,0,0,Turkey
1972,TUR,33,0,1,0,1,0.0,0.002277904328018223,439,0,GER,4.0,0,999,36,1936,0,0,Turkey
1984,TUR,40,0,0,3,3,0.0,0.006097560975609756,492,0,USA,12.0,0,999,48,1936,0,0,Turkey
1988,TUR,27,1,1,0,2,0.001893939393939394,0.003787878787878788,528,0,KOR,4.0,0,999,52,1936,0,0,Turkey
1992,TUR,23,2,2,2,6,0.0034904013961605585,0.010471204188481676,573,0,ESP,4.0,0,999,56,1936,0,0,Turkey
1996,TUR,19,4,1,1,6,0.006622516556291391,0.009933774834437087,604,0,USA,4.0,0,999,60,1936,0,0,Turkey
2000,TUR,26,3,0,2,5,0.004497751124437781,0.0074962518740629685,667,0,AUS,4.0,0,999,64,1936,0,0,Turkey
2004,TUR,22,3,3,4,10,0.004484304932735426,0.014947683109118086,669,0,GRE,4.0,0,999,68,1936,0,0,Turkey
2008,TUR,42,1,1,3,5,0.0014858841010401188,0.007429420505200594,673,0,CHN,4.0,0,999,72,1936,0,0,Turkey
2012,TUR,46,1,1,1,3,0.0014925373134328358,0.004477611940298508,670,0,GBR,4.0,0,999,76,1936,0,0,Turkey
2016,TUR,41,1,3,4,8,0.001466275659824047,0.011730205278592375,682,0,BRA,4.0,0,999,80,1936,0,0,Turkey
2020,TUR,35,2,2,9,13,0.002628120893561104,0.017082785808147174,761,0,JPN,4.0,0,999,84,1936,0,0,Turkey
2024,TUR,64,0,3,5,8,0.0,0.01084010840108401,738,0,FRA,4.0,0,999,88,1936,0,0,Turkey
1968,Taiwan,42,0,0,1,1,0.0,0.0025906735751295338,386,0,MEX,0.0,0,999,0,1968,0,0,Taiwan
2004,UAE,54,1,0,0,1,0.0014947683109118087,0.0014947683109118087,669,0,GRE,0.0,0,999,0,2004,0,0,United Arab Emirates
2016,UAE,78,0,0,1,1,0.0,0.001466275659824047,682,0,BRA,12.0,0,999,12,2004,0,0,United Arab Emirates
1968,UGA,36,0,1,1,2,0.0,0.0051813471502590676,386,0,MEX,0.0,0,999,0,1968,0,0,Uganda
1972,UGA,24,1,1,0,2,0.002277904328018223,0.004555808656036446,439,0,GER,4.0,0,999,4,1968,0,0,Uganda
1980,UGA,32,0,1,0,1,0.0,0.0022026431718061676,454,0,RUS,8.0,0,999,12,1968,0,0,Uganda
1996,UGA,71,0,0,1,1,0.0,0.0016556291390728477,604,0,USA,16.0,0,999,28,1968,0,0,Uganda
2012,UGA,50,1,0,0,1,0.0014925373134328358,0.0014925373134328358,670,0,GBR,16.0,0,999,44,1968,0,0,Uganda
2020,UGA,36,2,1,1,4,0.002628120893561104,0.005256241787122208,761,0,JPN,8.0,0,999,52,1968,0,0,Uganda
2024,UGA,55,1,1,0,2,0.0013550135501355014,0.0027100271002710027,738,0,FRA,4.0,0,999,56,1968,0,0,Uganda
1996,UKR,9,9,2,12,23,0.014900662251655629,0.0380794701986755,604,0,USA,0.0,0,999,0,1996,1,5,Ukraine
2000,UKR,21,3,10,10,23,0.004497751124437781,0.034482758620689655,667,0,AUS,4.0,0,999,4,1996,1,9,Ukraine
2004,UKR,13,8,5,9,22,0.01195814648729447,0.03288490284005979,669,0,GRE,4.0,0,999,8,1996,1,13,Ukraine
2008,UKR,12,7,4,11,22,0.010401188707280832,0.03268945022288262,673,0,CHN,4.0,0,999,12,1996,1,17,Ukraine
2012,UKR,15,5,4,10,19,0.007462686567164179,0.028358208955223882,670,0,GBR,4.0,0,999,16,1996,1,21,Ukraine
2016,UKR,31,2,5,4,11,0.002932551319648094,0.016129032258064516,682,0,BRA,4.0,0,999,20,1996,1,25,Ukraine
2020,UKR,44,1,6,12,19,0.001314060446780552,0.024967148488830485,761,0,JPN,4.0,0,999,24,1996,1,29,Ukraine
2024,UKR,22,3,5,4,12,0.0040650406504065045,0.016260162601626018,738,0,FRA,4.0,0,999,28,1996,1,33,Ukraine
1924,URU,19,1,0,0,1,0.003424657534246575,0.003424657534246575,292,0,FRA,0.0,0,999,0,1924,0,0,Uruguay
1928,URU,24,1,0,0,1,0.003968253968253968,0.003968253968253968,252,0,NED,4.0,0,999,4,1924,0,0,Uruguay
1932,URU,26,0,0,1,1,0.0,0.0037313432835820895,268,0,USA,4.0,0,999,8,1924,0,0,Uruguay
1948,URU,26,0,1,1,2,0.0,0.00641025641025641,312,0,GBR,16.0,1,999,24,1924,0,0,Uruguay
1952,URU,37,0,0,2,2,0.0,0.005917159763313609,338,0,FIN,4.0,0,999,28,1924,0,0,Uruguay
1956,URU,35,0,0,1,1,0.0,0.0029239766081871343,342,0,AUS,4.0,0,999,32,1924,0,0,Uruguay
1964,URU,35,0,0,1,1,0.0,0.002702702702702703,370,0,JPN,8.0,0,999,40,1924,0,0,Uruguay
2000,URU,64,0,1,0,1,0.0,0.0014992503748125937,667,0,AUS,36.0,0,999,76,1924,0,0,Uruguay
1896,USA,1,11,7,2,20,0.102803738317757,0.18691588785046728,107,0,GRE,0.0,0,999,0,1896,0,0,United States
1900,USA,2,19,14,15,48,0.08050847457627118,0.2033898305084746,236,0,FRA,4.0,0,999,4,1896,0,0,United States
1904,USA,1,76,78,77,231,0.3392857142857143,1.03125,224,1,USA,4.0,0,0,8,1896,0,0,United States
1908,USA,2,23,12,12,47,0.08614232209737828,0.1760299625468165,267,0,GBR,4.0,0,4,12,1896,0,0,United States
1912,USA,1,26,19,19,64,0.11016949152542373,0.2711864406779661,236,0,SWE,4.0,0,8,16,1896,0,0,United States
1920,USA,1,41,27,27,95,0.11294765840220386,0.26170798898071623,363,0,BEL,8.0,1,16,24,1896,0,0,United States
1924,USA,1,45,27,27,99,0.1541095890410959,0.339041095890411,292,0,FRA,4.0,0,20,28,1896,0,0,United States
1928,USA,1,22,18,16,56,0.0873015873015873,0.2222222222222222,252,0,NED,4.0,0,24,32,1896,0,0,United States
1932,USA,1,44,36,30,110,0.16417910447761194,0.41044776119402987,268,1,USA,4.0,0,0,36,1896,0,0,United States
1936,USA,2,24,21,12,57,0.07947019867549669,0.18874172185430463,302,0,GER,4.0,0,4,40,1896,0,0,United States
1948,USA,1,38,27,19,84,0.12179487179487179,0.2692307692307692,312,0,GBR,12.0,1,16,52,1896,0,0,United States
1952,USA,1,40,19,17,76,0.11834319526627218,0.22485207100591717,338,0,FIN,4.0,0,20,56,1896,0,0,United States
1956,USA,2,32,25,17,74,0.0935672514619883,0.21637426900584794,342,0,AUS,4.0,0,24,60,1896,0,0,United States
1960,USA,2,34,21,16,71,0.1,0.2088235294117647,340,0,ITA,4.0,0,28,64,1896,0,0,United States
1964,USA,1,36,26,28,90,0.0972972972972973,0.24324324324324326,370,0,JPN,4.0,0,32,68,1896,0,0,United States
1968,USA,1,45,28,34,107,0.11658031088082901,0.2772020725388601,386,0,MEX,4.0,0,36,72,1896,0,0,United States
1972,USA,2,33,31,30,94,0.07517084282460136,0.214123006833713,439,0,GER,4.0,0,40,76,1896,0,0,United States
1976,USA,3,34,35,25,94,0.07657657657657657,0.21171171171171171,444,0,CAN,4.0,0,44,80,1896,0,0,United States
1984,USA,1,83,61,30,174,0.16869918699186992,0.35365853658536583,492,1,USA,8.0,0,0,88,1896,0,0,United States
1988,USA,3,36,31,27,94,0.06818181818181818,0.17803030303030304,528,0,KOR,4.0,0,4,92,1896,0,0,United States
1992,USA,2,37,34,37,108,0.06457242582897033,0.18848167539267016,573,0,ESP,4.0,0,8,96,1896,0,0,United States
1996,USA,1,44,32,25,101,0.0728476821192053,0.1672185430463576,604,1,USA,4.0,0,0,100,1896,0,0,United States
2000,USA,1,37,24,32,93,0.05547226386806597,0.13943028485757122,667,0,AUS,4.0,0,4,104,1896,0,0,United States
2004,USA,1,36,39,26,101,0.053811659192825115,0.15097159940209268,669,0,GRE,4.0,0,8,108,1896,0,0,United States
2008,USA,2,36,39,37,112,0.05349182763744428,0.1664190193164933,673,0,CHN,4.0,0,12,112,1896,0,0,United States
2012,USA,1,48,26,30,104,0.07164179104477612,0.15522388059701492,670,0,GBR,4.0,0,16,116,1896,0,0,United States
2016,USA,1,46,37,38,121,0.06744868035190615,0.1774193548387097,682,0,BRA,4.0,0,20,120,1896,0,0,United States
2020,USA,1,39,41,33,113,0.051248357424441525,0.14848883048620237,761,0,JPN,4.0,0,24,124,1896,0,0,United States
2024,USA,1,40,44,42,126,0.05420054200542006,0.17073170731707318,738,0,FRA,4.0,0,28,128,1896,0,0,United States
1996,UZB,58,0,1,1,2,0.0,0.0033112582781456954,604,0,USA,0.0,0,999,0,1996,1,5,Uzbekistan
2000,UZB,43,1,1,2,4,0.0014992503748125937,0.005997001499250375,667,0,AUS,4.0,0,999,4,1996,1,9,Uzbekistan
2004,UZB,35,2,1,2,5,0.0029895366218236174,0.007473841554559043,669,0,GRE,4.0,0,999,8,1996,1,13,Uzbekistan
2008,UZB,63,0,1,3,4,0.0,0.005943536404160475,673,0,CHN,4.0,0,999,12,1996,1,17,Uzbekistan
2012,UZB,76,0,0,3,3,0.0,0.004477611940298508,670,0,GBR,4.0,0,999,16,1996,1,21,Uzbekistan
2016,UZB,21,4,2,7,13,0.005865102639296188,0.01906158357771261,682,0,BRA,4.0,0,999,20,1996,1,25,Uzbekistan
2020,UZB,32,3,0,2,5,0.003942181340341655,0.006570302233902759,761,0,JPN,4.0,0,999,24,1996,1,29,Uzbekistan
2024,UZB,13,8,2,3,13,0.01084010840108401,0.017615176151761516,738,0,FRA,4.0,0,999,28,1996,1,33,Uzbekistan
1956,United Team of Germany,7,6,13,7,26,0.017543859649122806,0.07602339181286549,342,0,AUS,0.0,0,999,0,1956,0,0,United Team of Germany
1960,United Team of Germany,4,12,19,11,42,0.03529411764705882,0.12352941176470589,340,0,ITA,4.0,0,999,4,1956,0,0,United Team of Germany
1964,United Team of Germany,4,10,22,18,50,0.02702702702702703,0.13513513513513514,370,0,JPN,4.0,0,999,8,1956,0,0,United Team of Germany
1952,VEN,40,0,0,1,1,0.0,0.0029585798816568047,338,0,FIN,0.0,0,999,0,1952,0,0,Venezuela
1960,VEN,41,0,0,1,1,0.0,0.0029411764705882353,340,0,ITA,8.0,0,999,8,1952,0,0,Venezuela
1968,VEN,29,1,0,0,1,0.0025906735751295338,0.0025906735751295338,386,0,MEX,8.0,0,999,16,1952,0,0,Venezuela
1976,VEN,34,0,1,0,1,0.0,0.0022522522522522522,444,0,CAN,8.0,0,999,24,1952,0,0,Venezuela
1980,VEN,32,0,1,0,1,0.0,0.0022026431718061676,454,0,RUS,4.0,0,999,28,1952,0,0,Venezuela
1984,VEN,40,0,0,3,3,0.0,0.006097560975609756,492,0,USA,4.0,0,999,32,1952,0,0,Venezuela
2004,VEN,68,0,0,2,2,0.0,0.0029895366218236174,669,0,GRE,20.0,0,999,52,1952,0,0,Venezuela
2008,VEN,82,0,0,1,1,0.0,0.0014858841010401188,673,0,CHN,4.0,0,999,56,1952,0,0,Venezuela
2012,VEN,50,1,0,0,1,0.0014925373134328358,0.0014925373134328358,670,0,GBR,4.0,0,999,60,1952,0,0,Venezuela
2016,VEN,62,0,2,1,3,0.0,0.004398826979472141,682,0,BRA,4.0,0,999,64,1952,0,0,Venezuela
2020,VEN,46,1,3,0,4,0.001314060446780552,0.005256241787122208,761,0,JPN,4.0,0,999,68,1952,0,0,Venezuela
2000,VIE,64,0,1,0,1,0.0,0.0014992503748125937,667,0,AUS,0.0,0,999,0,2000,0,0,Vietnam
2008,VIE,72,0,1,0,1,0.0,0.0014858841010401188,673,0,CHN,8.0,0,999,8,2000,0,0,Vietnam
2012,VIE,79,0,0,1,1,0.0,0.0014925373134328358,670,0,GBR,4.0,0,999,12,2000,0,0,Vietnam
2016,VIE,48,1,1,0,2,0.001466275659824047,0.002932551319648094,682,0,BRA,4.0,0,999,16,2000,0,0,Vietnam
1988,Virgin Islands,36,0,1,0,1,0.0,0.001893939393939394,528,0,KOR,0.0,0,999,0,1988,0,0,Virgin Islands
1984,ZAM,43,0,0,1,1,0.0,0.0020325203252032522,492,0,USA,0.0,0,999,0,1984,0,0,Zambia
1996,ZAM,61,0,1,0,1,0.0,0.0016556291390728477,604,0,USA,12.0,0,999,12,1984,0,0,Zambia
2024,ZAM,84,0,0,1,1,0.0,0.0013550135501355014,738,0,FRA,28.0,0,999,40,1984,0,0,Zambia
1980,ZIM,23,1,0,0,1,0.0022026431718061676,0.0022026431718061676,454,0,RUS,0.0,0,999,0,1980,0,0,Zimbabwe
2004,ZIM,49,1,1,1,3,0.0014947683109118087,0.004484304932735426,669,0,GRE,24.0,0,999,24,1980,0,0,Zimbabwe
2008,ZIM,38,1,3,0,4,0.0014858841010401188,0.005943536404160475,673,0,CHN,4.0,0,999,28,1980,0,0,Zimbabwe
1896,ZZX,11,1,0,1,2,0.009345794392523364,0.018691588785046728,107,0,GRE,0.0,0,999,0,1896,0,0,Mixed team
1900,ZZX,4,8,5,6,19,0.03389830508474576,0.08050847457627118,236,0,FRA,4.0,0,999,4,1896,0,0,Mixed team
1904,ZZX,5,2,1,1,4,0.008928571428571428,0.017857142857142856,224,0,USA,4.0,0,999,8,1896,0,0,Mixed team
